Algorithm: Prim's MST
17695 1547 6
11125 17521 7
17521 34118 2
17695 14231 9
14231 24652 7
14231 37219 7
24652 44126 10
44126 15174 4
34118 13997 11
37219 44843 11
4003 930 12
24014 30669 12
24652 9611 12
45344 29326 12
8074 33667 13
11125 28068 13
13475 26232 13
26232 26885 11
17521 15481 13
15481 37886 3
37886 29860 1
37886 38253 11
33667 6261 13
6261 43453 6
43453 15795 2
43453 28010 4
6261 760 10
15795 38474 10
38474 17071 4
37219 7277 13
7277 43893 1
7277 48895 2
7277 40048 10
43908 32259 13
32259 31287 6
31287 44114 9
31287 49211 9
4003 13078 14
13302 3699 14
13302 5374 14
5374 45233 1
45233 39075 10
14231 46603 14
46603 25631 1
20632 1401 14
1401 34378 4
1401 35650 6
1401 7601 8
34378 37735 13
29403 48021 14
44126 20589 14
20589 27125 9
49211 33308 14
33308 49466 4
760 30909 15
30909 37610 10
1547 11128 15
11128 18368 1
14231 2999 15
17521 38039 15
1333 21207 16
21207 28390 2
28390 32928 5
3215 44590 16
3226 15257 16
15257 5847 6
3234 43454 16
43454 11315 8
43454 17824 10
17824 36274 15
36274 36999 1
36999 9524 7
9524 42828 1
9524 18970 3
9524 38120 11
42828 15682 11
36274 12454 12
12454 11371 6
42828 32036 12
32036 26941 9
15682 696 13
38120 23641 14
23641 36511 1
36511 32445 3
23641 21689 5
21689 10249 1
21689 6974 13
6974 15937 2
15937 48182 6
15937 37866 7
48182 36529 8
15937 18165 11
18165 34549 4
48182 33780 13
18165 37611 14
48182 48719 14
3286 49454 16
3336 2090 16
2090 783 1
783 30698 8
3381 4098 16
4098 3184 11
3184 39177 4
39177 20391 5
3184 24773 10
24773 1217 6
1217 14374 2
14374 15775 3
15775 20453 1
1217 37040 4
37040 37708 6
20453 49960 12
49960 41133 2
14374 7784 13
7784 29828 13
29828 48987 1
29828 36678 13
39177 37504 13
37504 37098 8
37098 11757 5
41133 42006 13
42006 13197 6
20453 17483 15
39177 22004 15
22004 34398 11
34398 38643 13
3385 26763 16
26763 34480 12
3397 24377 16
3401 45423 16
3436 7657 16
3486 49379 16
49379 23708 5
49379 33823 7
49379 18376 11
18376 13124 3
13124 39039 1
13124 38872 5
13124 28116 6
38872 2817 13
2817 16721 5
16721 20483 3
20483 29475 2
2817 26398 8
16721 39002 8
2817 2604 10
26398 41359 10
2817 27547 14
27547 29561 13
26398 37507 14
2817 10598 15
10598 1184 6
1184 2015 6
2015 21404 7
10598 26873 8
10598 45328 8
1184 576 9
576 18508 1
576 35640 7
18508 3896 10
1184 34522 13
34522 28186 12
26873 7834 15
576 2641 16
2604 10826 16
10826 33629 10
33629 10302 7
10302 42990 15
33629 12718 15
12718 31667 9
12718 32909 14
32909 14311 1
32909 46736 7
3503 9715 16
3564 48918 16
48918 28040 2
28040 20187 12
20187 36330 7
20187 12940 10
12940 27934 12
12940 48673 13
48673 40920 5
40920 8450 9
48918 43489 14
3582 12986 16
12986 24626 2
24626 46572 13
46572 4421 1
46572 44839 1
4421 27365 15
27365 17954 7
27365 27952 9
27365 18883 11
18883 19692 11
19692 14114 6
14114 18791 3
18791 29898 11
19692 46606 11
27952 42987 12
19692 21593 13
18883 42670 14
29898 28716 14
28716 46597 14
46597 13978 1
46597 28970 8
28970 14541 13
14541 12102 6
12102 9319 7
14541 19166 7
9319 21006 8
21006 26175 4
21006 14754 12
14754 45204 11
14754 5153 12
5153 30717 10
30717 41341 12
12102 21341 13
21341 49101 5
49101 13484 11
13484 15856 9
15856 35528 5
35528 33680 4
33680 39105 5
39105 29984 5
29984 3108 5
3108 41802 1
41802 38902 5
35528 22673 7
14754 20724 13
20724 13181 2
20724 22473 3
38902 33931 13
13484 28336 14
28336 8782 3
38902 25389 14
9319 34727 15
34727 32487 8
12102 30711 15
30711 31732 14
14114 27897 15
14541 45598 15
45598 4851 7
45598 46208 10
46208 15865 10
15865 47996 1
4851 28160 15
28160 26698 13
21593 44091 15
44091 16508 8
16508 31812 6
31812 2215 1
2215 2546 2
2546 34387 5
34387 31302 3
31812 21690 5
2546 48252 8
31302 29469 11
2215 5418 15
5418 47763 14
47763 31394 10
47763 9579 12
9579 12091 6
12091 46728 6
41802 32563 15
32563 8891 12
32563 15863 15
3108 49176 16
49176 6358 15
6358 2778 2
2778 14713 9
14713 28922 14
14713 30311 15
3692 37985 16
3745 41864 16
41864 22224 4
3809 19621 16
3920 26886 16
3938 7042 16
7042 39503 13
39503 26522 7
3971 23857 16
23857 34615 13
34615 39206 6
39206 36050 12
34615 19909 14
4046 17197 16
4075 26468 16
26468 39662 7
4087 25671 16
25671 44088 8
44088 10647 12
4097 37648 16
37648 21255 15
4137 43857 16
43857 46952 13
4159 46521 16
46521 13803 5
13803 26066 1
26066 24117 2
13803 11089 5
13803 22132 7
22132 28627 3
24117 18738 10
24117 28529 10
28529 44678 7
44678 11093 1
22132 4127 13
4127 27914 7
28529 36437 15
36437 43574 7
43574 32223 5
32223 20271 7
20271 6695 8
6695 25951 3
25951 2378 10
36437 193 10
193 45502 7
45502 39438 4
39438 32804 7
20271 47509 13
47509 38277 12
38277 36713 2
36713 49756 9
43574 10677 13
47509 16488 13
16488 30556 8
30556 42860 2
30556 35740 10
35740 5950 13
6695 2751 14
2751 13188 1
13188 9831 8
4168 40705 16
4236 41247 16
4245 37444 16
37444 10101 3
4257 43958 16
4261 3895 16
4261 37142 16
4263 10345 16
10345 41274 3
4295 8648 16
4359 14082 16
4412 16227 16
4474 22559 16
22559 42845 4
4478 21063 16
21063 11975 1
4495 7590 16
4572 7782 16
7782 32033 4
7782 18219 11
18219 14710 1
14710 45156 2
18219 35395 9
35395 13277 9
13277 15526 7
35395 7914 12
18219 40619 14
45156 9141 14
4657 48493 16
4715 38287 16
4734 21436 16
21436 43581 5
43581 14537 1
14537 28168 7
28168 42414 6
21436 16411 11
16411 44697 9
44697 26268 3
44697 39552 4
43581 34741 14
4743 22937 16
22937 40415 14
40415 12830 6
12830 16121 1
16121 8880 15
4766 24747 16
4805 14140 16
14140 14132 14
4947 6085 16
6085 20069 5
5008 27433 16
27433 37864 6
37864 12284 8
5133 34496 16
5178 41233 16
5184 3644 16
3644 10418 5
10418 43951 6
43951 10389 11
10389 34273 7
34273 20005 1
34273 4078 5
4078 23634 10
10418 14623 12
14623 29596 5
29596 35581 2
14623 33507 8
14623 19051 11
19051 19334 1
19334 5849 4
5849 19811 5
19334 48218 7
48218 7744 5
5849 25161 11
25161 30827 1
25161 22950 3
22950 29100 7
10418 25145 13
25145 25465 11
25465 2268 3
22950 11696 13
30827 43025 13
43025 34022 13
34022 6780 3
34022 31890 3
19051 40674 14
40674 17940 1
17940 1659 2
1659 18642 15
18642 3567 13
5270 3174 16
5399 26994 16
26994 30235 2
30235 18222 3
26994 15563 4
5399 44221 16
5449 3074 16
5481 22103 16
5483 26445 16
26445 19113 3
5521 453 16
5521 7893 16
7893 21213 10
21213 2498 4
2498 35873 11
21213 9090 12
9090 42216 6
42216 27560 4
27560 15711 4
5578 28992 16
5723 28411 16
5729 4771 16
4771 19036 10
19036 30157 6
5870 31643 16
5955 3744 16
3744 23773 2
3744 18874 12
18874 5819 3
5819 3931 5
5819 41111 10
41111 7443 5
3931 11981 11
5819 47806 15
47806 29586 14
5961 18747 16
5972 1804 16
1804 10663 1
6097 5756 16
6130 25136 16
6232 14203 16
6323 17454 16
17454 20791 8
20791 27264 10
6399 12534 16
6509 49418 16
6613 28268 16
6680 24153 16
24153 30836 1
6685 7903 16
6704 579 16
6749 29338 16
6795 20482 16
6833 39591 16
6927 20440 16
20440 10655 5
10655 6788 2
10655 27324 3
27324 11605 3
11605 11040 2
11605 32239 2
27324 47138 3
11605 10151 6
10655 25127 10
25127 33658 6
33658 12544 5
11040 14221 10
32239 15546 11
15546 37533 6
14221 29026 12
29026 49217 4
49217 23127 8
14221 44632 13
6788 25940 14
25940 29691 6
25940 32620 10
27324 16332 14
16332 14445 11
14445 2920 7
11040 7459 15
6935 22455 16
22455 19572 13
7001 29143 16
29143 2007 15
7088 40683 16
7126 46918 16
46918 10965 4
10965 35676 13
7261 33506 16
33506 19356 1
7413 13346 16
13346 784 6
784 29106 1
29106 27468 3
784 22155 4
22155 37591 5
37591 19500 7
22155 10666 11
27468 36771 15
7421 13546 16
13546 18182 2
18182 26634 4
18182 20279 9
7447 12425 16
7515 6733 16
7529 20120 16
20120 30346 3
7560 14521 16
7620 7808 16
7733 25863 16
7774 26429 16
26429 10530 14
7827 35087 16
35087 36608 3
36608 19486 12
7857 15000 16
15000 1316 1
1316 28292 2
15000 5464 3
28292 26779 8
1316 17809 15
17809 14675 6
14675 7731 7
7731 540 10
540 41230 2
41230 7385 12
540 44285 15
540 34516 16
7953 28084 16
7960 23918 16
7972 15006 16
15006 47290 14
8017 17721 16
8121 21096 16
8132 12329 16
12329 3185 2
3185 6665 4
6665 22384 2
22384 46694 1
46694 11952 7
12329 25003 9
22384 46323 15
46323 42223 6
42223 8251 2
42223 48653 2
48653 44208 6
42223 3515 12
46323 37799 12
37799 10913 5
8251 1035 15
48653 19415 15
8393 7609 16
7609 10191 4
7609 20855 4
20855 48071 10
20855 44429 15
8422 29642 16
8498 8711 16
8525 34406 16
8611 15414 16
8697 45477 16
8781 14526 16
14526 5285 1
14526 20387 9
20387 2784 8
2784 22067 2
5285 5696 11
8793 28691 16
28691 30841 9
30841 30773 9
8797 39399 16
39399 44613 5
44613 42831 3
39399 35905 7
35905 30394 5
42831 29820 9
29820 21054 7
44613 40271 9
40271 15373 6
40271 47612 12
15373 11670 13
44613 39170 14
29820 30214 15
30214 21783 2
21783 32591 5
40271 10084 15
10084 5766 7
5766 4564 3
10084 16143 10
8803 26094 16
26094 40616 1
26094 44147 1
40616 3906 4
3906 22514 8
22514 395 5
22514 30916 11
30916 45469 8
8844 36201 16
8889 25199 16
8907 5823 16
8924 39609 16
39609 28981 15
28981 49574 15
49574 32202 8
49574 49787 10
49787 31825 10
31825 36040 3
8945 39172 16
9007 13479 16
13479 14586 8
14586 43005 10
9107 7878 16
9172 3050 16
9177 5910 16
5910 1810 10
1810 41731 2
41731 22655 4
22655 37419 11
37419 31488 7
37419 8691 11
8691 5856 3
5856 45927 3
45927 11473 5
11473 12592 1
12592 16369 3
16369 18422 3
12592 24174 6
18422 6035 11
24174 35758 12
35758 40125 4
35758 899 9
899 2123 8
2123 12914 13
12914 42605 1
12914 29766 7
29766 32551 10
32551 14633 10
14633 45181 3
2123 15082 13
15082 2964 4
2964 18997 7
15082 7063 11
7063 30445 1
15082 17902 12
17902 3976 11
3976 17973 2
3976 24089 10
24089 32171 13
14633 18229 14
22655 13912 14
8691 13757 15
5856 6625 16
6625 6203 11
6203 24796 1
24796 26204 9
6625 42229 12
9178 12917 16
12917 41096 3
12917 22614 4
9213 9805 16
9805 29373 9
9314 41751 16
9334 47647 16
47647 5277 11
9350 12269 16
9390 2372 16
9485 39919 16
39919 19863 10
19863 19962 12
19863 28180 15
28180 44835 14
9715 41001 16
9775 12546 16
9797 43943 16
9866 11667 16
9868 32497 16
9898 1992 16
1992 5380 5
1992 38149 12
38149 14116 3
38149 26087 6
38149 33683 7
33683 40985 12
40985 16623 4
1992 48480 13
38149 37928 14
1992 49806 15
49806 42249 1
49806 47291 15
47291 8816 13
9962 36503 16
9978 5726 16
5726 659 2
659 323 3
5726 10180 12
10180 36474 7
659 41170 13
41170 592 1
592 15744 7
5726 12418 16
10008 31237 16
31237 42934 7
42934 21359 7
21359 27610 5
10057 13470 16
10060 40036 16
40036 27782 1
10077 30317 16
30317 31326 4
10134 4279 16
4279 5497 7
4279 21718 10
21718 30044 3
21718 23828 11
10148 30107 16
10154 37293 16
37293 21173 7
21173 6809 8
37293 45707 15
10154 46280 16
46280 14490 4
14490 18796 7
10312 6149 16
6149 49373 15
49373 13245 4
13245 30495 11
30495 19704 12
19704 7682 8
7682 40912 15
10347 15731 16
10357 7068 16
10483 25862 16
10505 34853 16
34853 35098 13
10558 8634 16
8634 12791 8
8634 12451 15
12451 42888 9
12451 22708 15
22708 10316 4
10316 32913 5
10633 24609 16
24609 43475 1
43475 36840 6
24609 18491 13
10787 41479 16
41479 43548 5
10820 28108 16
28108 7024 2
7024 14174 3
7024 9055 9
14174 31627 11
7024 19569 14
19569 4211 13
28108 12961 14
10826 4662 16
4662 10514 4
4662 5393 12
10840 4835 16
10840 34507 16
34507 14286 4
10844 11611 16
10893 21642 16
21642 2285 4
2285 17489 14
17489 15585 3
15585 37362 3
10943 13273 16
13273 21892 4
21892 34932 9
34932 41585 3
41585 22610 5
41585 37601 5
37601 11626 4
37601 43802 6
21892 6725 11
41585 14771 13
14771 29304 3
11626 27016 15
27016 11119 8
27016 41530 8
41530 1879 5
41530 43964 9
1879 9138 13
1879 13196 15
13196 47933 11
10966 11412 16
10979 41363 16
11039 40534 16
40534 2869 7
2869 49293 1
2869 3646 2
2869 10644 3
10644 30510 4
3646 20931 6
2869 28795 7
10644 26489 7
20931 39234 7
49293 30313 7
2869 23888 10
40534 1482 10
1482 48891 11
20931 14793 11
14793 44371 3
44371 5959 2
30510 37027 11
37027 3117 8
37027 13206 8
13206 20642 6
13206 22756 6
3117 37243 10
37243 40371 2
40371 18525 3
37243 47146 6
40371 29512 7
29512 10199 1
29512 23897 5
23897 32327 3
29512 10863 6
10863 26923 2
32327 14802 6
23897 5874 10
22756 40257 11
40257 49658 3
40257 37199 10
49658 35484 10
49658 4273 11
20931 42722 12
42722 26693 12
3117 34260 14
5874 42185 14
42185 1949 5
49658 49717 14
30313 21397 15
3117 35998 16
35998 176 6
176 1001 11
3646 4244 16
4244 3406 7
4244 27574 10
11080 12128 16
12128 23247 2
23247 18479 12
11163 20549 16
11265 15024 16
15024 4692 2
4692 27381 13
27381 16054 8
27381 19501 15
4692 37473 16
37473 21115 5
37473 47644 7
11324 17519 16
11345 41610 16
11385 16523 16
16523 30158 3
16523 37950 3
16523 11245 12
11245 2859 1
11245 24397 14
24397 37224 3
24397 31902 5
31902 45951 14
45951 5686 2
5686 28654 1
45951 45720 11
45720 7243 12
45951 11463 12
5686 22039 15
11245 7416 16
7416 42105 2
7416 31706 8
31706 25058 6
25058 15579 12
11473 1063 16
1063 13152 11
13152 43243 13
43243 16531 5
43243 20674 15
20674 30595 10
11501 11726 16
11726 18311 8
11726 9345 11
9345 30083 6
11571 47368 16
47368 6813 8
6813 33879 10
33879 46002 15
46002 42685 15
42685 35591 14
35591 20787 10
20787 20729 9
47368 28567 15
11662 40570 16
11826 7872 16
7872 27596 7
7872 46846 8
11977 6982 16
6982 28767 8
11981 9140 16
9140 11330 6
9140 43918 11
12116 32135 16
32135 44355 6
12120 30247 16
30247 2193 2
12169 321 16
321 225 7
321 1774 12
321 29090 12
12219 31557 16
12237 24659 16
12248 17300 16
12377 14798 16
14798 8151 1
14798 47773 4
47773 42964 3
47773 19266 4
14798 35067 14
47773 14180 15
14180 38027 2
14180 33462 13
14180 5224 15
5224 26969 5
26969 10396 10
10396 24437 3
10396 17861 7
17861 33608 14
17861 35062 15
35062 30446 3
30446 42827 1
35062 31743 5
42827 46690 6
12408 19455 16
12466 28617 16
12486 39344 16
12504 38715 16
12575 26968 16
12591 11373 16
11373 10464 5
10464 27736 4
27736 8387 4
8387 32461 7
12596 26791 16
26791 25525 12
25525 7656 1
12767 16785 16
12807 36907 16
12833 6540 16
6540 4317 16
4317 10846 3
4317 1415 7
10846 30663 8
30663 47255 7
47255 40095 2
40095 43685 5
47255 29184 5
1415 21227 9
10846 4259 11
4259 33763 5
33763 39000 10
4259 4587 11
4587 5142 12
5142 48035 7
4587 46865 12
39000 40289 12
47255 38362 12
38362 6666 12
30663 29067 13
6666 34299 14
34299 44958 6
44958 21580 10
34299 25702 12
44958 29020 13
29020 34842 7
6666 43874 14
29067 9082 14
9082 9687 7
43685 37370 14
37370 41016 8
41016 23326 6
23326 20771 7
20771 4877 6
4877 3860 3
20771 20945 13
20945 24882 9
24882 26623 3
29184 28474 15
28474 17904 2
34299 44814 15
4587 34962 16
12941 32659 16
13130 10317 16
13155 3868 16
3868 26441 5
3868 28765 7
28765 11779 2
11779 27472 8
27472 19981 1
11779 30529 10
13172 27629 16
13227 14238 16
13242 6353 16
6353 24207 7
24207 10056 1
24207 17868 4
10056 6654 10
6353 11596 12
6654 19630 12
19630 31846 9
10056 30907 12
30907 46882 10
30907 32127 12
6654 30084 13
32127 20784 14
13288 42774 16
13389 32114 16
32114 25066 5
25066 41840 7
41840 14450 15
13413 38501 16
13433 30259 16
30259 32541 12
32541 45047 6
13499 15385 16
15385 25278 11
13500 45874 16
13680 42898 16
13715 40592 16
40592 32323 3
40592 41491 3
41491 4331 10
13732 20597 16
13736 2389 16
2389 35820 6
2389 19044 13
19044 25640 9
25640 22386 2
19044 7802 12
7802 19595 3
19595 15242 11
15242 24281 3
24281 5671 1
15242 23089 4
15242 29356 7
24281 42933 9
19595 41677 13
41677 36660 10
41677 26155 11
26155 10876 1
10876 47778 3
47778 24330 2
7802 28975 14
10876 27245 16
13743 29197 16
13785 28583 16
28583 18954 7
18954 31449 3
18954 48462 4
18954 45162 6
31449 8067 12
45162 15379 14
15379 13073 1
13073 29783 12
29783 6966 6
6966 15891 2
15891 10368 5
15891 9999 6
15891 29050 6
9999 24733 10
24733 279 9
279 45842 3
45842 29575 2
15379 12084 12
29575 28959 12
28959 17080 7
6966 7446 14
13073 43816 15
43816 32077 5
43816 16716 14
16716 13865 9
13865 1096 1
1096 35376 8
1096 47245 8
35376 2691 15
2691 16404 1
13805 43842 16
43842 3147 8
3147 2909 7
2909 23635 13
23635 483 14
483 40675 12
13833 7116 16
7116 25761 7
13849 16452 16
13852 11823 16
11823 27636 2
27636 8376 2
8376 18828 5
18828 11171 10
11171 12343 2
18828 15654 11
11823 38051 15
38051 46494 3
13853 18767 16
13896 18637 16
18637 17971 15
17971 49246 12
49246 43026 3
43026 31425 2
31425 49241 4
49246 417 4
49241 17150 6
17150 29814 6
17150 6094 7
49241 40210 12
40210 22634 2
22634 18875 7
18875 43755 12
22634 39992 12
17971 31029 14
17150 20184 15
20184 12933 7
12933 10227 4
10227 9461 6
9461 27196 9
20184 29837 12
29837 20231 11
20231 49311 2
20184 36376 12
36376 16807 14
16807 6570 7
6570 1982 16
13899 38393 16
13946 20727 16
20727 34854 6
34854 5004 3
5004 28820 5
28820 5313 1
5313 9271 9
5004 28003 13
28003 34923 12
34923 36030 4
28003 5573 15
28003 46774 15
46774 37161 4
46774 34967 7
46774 2103 11
2103 4448 7
4448 23279 3
2103 15900 7
4448 40186 8
4448 32716 11
32716 24516 3
32716 28472 10
28472 2266 11
2266 22448 1
22448 13702 9
13702 40087 1
22448 28357 12
23279 23791 12
2266 37043 13
37043 25027 7
5313 6986 16
6986 49413 14
49413 43427 4
49413 1498 9
1498 3136 10
3136 16538 4
16538 9269 13
9269 4786 16
4786 30850 16
30850 21971 10
9271 31954 16
13980 17287 16
17287 598 10
14034 3978 16
3978 84 10
14206 22677 16
14408 7009 16
7009 4550 2
4550 8011 6
8011 33531 8
4550 4964 11
7009 42588 12
42588 47799 1
14416 30402 16
14429 35622 16
14462 33333 16
14523 21734 16
14679 32423 16
32423 27188 1
14779 22130 16
14779 25663 16
14790 3540 16
3540 14912 5
3540 1670 13
3540 9502 15
9502 2485 8
2485 12278 12
12278 47743 3
12278 29014 7
29014 36910 13
36910 7082 11
7082 40686 2
40686 2339 6
7082 36471 8
2339 7398 9
7082 1473 9
40686 30958 11
30958 15978 2
15978 32341 11
32341 5735 11
5735 28727 5
9502 7534 14
7534 30690 1
7534 36454 11
28727 25893 14
14989 12192 16
12192 2667 5
2667 36427 10
2667 22202 13
22202 35044 3
22202 35456 3
35456 41082 4
15000 47776 16
47776 27523 10
15034 12073 16
15044 15020 16
15020 46725 4
15020 36447 13
15056 35072 16
35072 35641 2
35641 14874 1
35641 33545 1
33545 47733 2
35072 36500 6
47733 34321 6
34321 4337 6
35641 22521 8
22521 35605 6
35605 29617 3
35605 42154 7
4337 25092 10
35641 36007 10
22521 11513 11
36007 42221 13
42221 42546 1
36500 2610 13
2610 20515 11
25092 18690 14
18690 11648 2
33545 30839 14
30839 35323 6
30839 35293 14
35293 21828 4
35293 30857 10
35323 40479 15
15110 2125 16
15149 46195 16
46195 25884 3
25884 31456 8
15175 29439 16
29439 40519 8
29439 41360 11
41360 23612 3
23612 29176 8
23612 35188 8
35188 39506 3
15206 26780 16
26780 34090 4
15260 16758 16
15373 7142 16
15388 36868 16
36868 26743 1
15426 28052 16
15528 31463 16
15630 47901 16
47901 29231 3
47901 13922 8
13922 27859 8
47901 35877 10
15640 32034 16
32034 5340 10
5340 21816 6
21816 9063 2
5340 29279 7
21816 31172 9
31172 19891 4
19891 22576 1
29279 16398 10
29279 10105 12
5340 15022 14
15022 27799 5
15670 36564 16
36564 17623 14
15704 44546 16
15747 21995 16
21995 9863 11
15765 43613 16
43613 3837 14
15772 45119 16
45119 22313 11
15776 29296 16
29296 18748 2
15799 23837 16
23837 44279 13
44279 8354 12
44279 37017 12
8354 29391 16
15901 16380 16
16380 7566 12
7566 39262 5
7566 41063 7
39262 33094 11
15921 6992 16
15922 16845 16
16845 47450 8
47450 32124 2
16845 29795 11
29795 37404 11
15946 13307 16
15983 31410 16
31410 46315 12
16013 35342 16
16054 27176 16
27176 46520 2
46520 29305 14
29305 40858 15
40858 34364 10
40858 24834 12
24834 24709 5
24709 27539 8
27539 46263 1
16148 21901 16
21901 7113 8
7113 21066 6
16187 8186 16
8186 23723 2
16219 39098 16
16222 40469 16
16303 19015 16
16330 18924 16
18924 34656 6
16411 33669 16
16426 3743 16
16523 22145 16
16641 17009 16
16648 23608 16
23608 18377 9
18377 34712 8
34712 5061 12
5061 22256 4
16769 4144 16
4144 39928 7
39928 12000 9
12000 35409 14
35409 46639 5
16838 27163 16
16941 11019 16
16988 12522 16
12522 40283 9
40283 13264 7
13264 27893 1
16996 19645 16
19645 14088 4
19645 8377 5
8377 23874 3
8377 26079 6
19645 5905 6
23874 17296 7
8377 47090 8
26079 36828 11
47090 48813 11
47090 45862 15
17070 1434 16
1434 5656 3
5656 40395 10
40395 41391 7
40395 22090 12
22090 8968 11
1434 9787 14
9787 12630 3
12630 21782 3
21782 43244 5
43244 23074 9
21782 44794 13
44794 39027 4
9787 21729 14
21729 37988 1
5656 32117 15
17112 20133 16
17153 15562 16
15562 30159 12
30159 37254 5
37254 29332 9
17207 24568 16
24568 16885 9
17311 22582 16
17387 12889 16
17450 48148 16
17519 10258 16
10258 35177 8
35177 36705 8
10258 15720 9
10258 6046 12
6046 25265 7
25265 19514 1
35177 12516 12
36705 3835 12
3835 30639 14
12516 29855 14
29855 29958 1
29958 16379 1
15720 21151 14
21151 35050 10
35050 33037 6
17519 41790 16
41790 7400 14
7400 19298 7
17524 20955 16
17545 48950 16
48950 15062 1
48950 828 10
48950 29614 12
828 863 13
863 41188 6
863 24410 12
17592 22408 16
22408 34357 3
22408 49358 6
17659 31807 16
31807 21628 1
21628 31974 4
21628 35966 7
35966 34104 2
21628 25914 12
31974 4442 13
17706 25432 16
25432 14417 1
17713 25571 16
17814 47546 16
17963 17609 16
17609 32419 4
17609 22903 11
22903 45049 8
32419 30953 13
30953 9156 10
9156 29686 2
9156 821 11
9156 9717 15
45049 5807 15
5807 24618 15
5807 13913 16
9156 11435 16
11435 8767 1
11435 12048 1
8767 3952 5
11435 11814 15
17995 8735 16
18014 24067 16
18014 30957 16
30957 43474 15
43474 22783 3
22783 49969 1
22783 34747 3
49969 40905 11
18038 8059 16
8059 5330 8
8059 7328 13
18084 21502 16
21502 36714 9
18104 37457 16
18105 10760 16
18163 11635 16
18211 38 16
38 3060 11
38 26988 15
26988 82 1
82 297 5
82 16504 14
297 38763 16
38763 27237 8
297 42034 16
18361 6174 16
6174 30540 3
30540 48287 9
30540 25016 10
48287 41921 10
41921 31028 8
6174 27051 11
27051 38674 3
27051 35685 6
35685 5308 4
48287 46123 13
46123 40307 2
40307 11170 4
6174 27625 14
18371 40729 16
18392 18934 16
18934 7031 6
7031 12962 16
18396 32958 16
18452 27725 16
18452 36392 16
36392 35823 5
35823 16127 2
35823 1399 12
1399 16515 6
16515 43611 7
18462 6873 16
18543 47827 16
18594 40039 16
18637 48194 16
18683 3726 16
3726 23860 10
23860 8838 10
23860 5915 14
5915 1062 8
1062 49402 5
1062 677 7
1062 4288 11
677 734 13
4288 5595 13
18695 34964 16
34964 39602 9
18739 20614 16
18764 48102 16
18766 28237 16
28237 21883 1
28237 49720 3
49720 10219 11
10219 8021 16
18826 12796 16
18873 42977 16
18905 1631 16
19068 26633 16
19102 22135 16
19192 226 16
226 24002 16
24002 5625 11
5625 35694 1
35694 33691 1
5625 39897 9
39897 12651 11
12651 9971 12
9971 22578 12
35694 42996 14
19201 17837 16
19234 38806 16
38806 3132 4
3132 20189 1
3132 7739 2
3132 43096 13
20189 39719 15
39719 45263 4
39719 40503 13
19318 49260 16
19363 24005 16
19428 29946 16
29946 7734 9
19516 9877 16
9877 2535 5
2535 222 2
222 979 5
9877 6634 16
6634 41008 3
41008 36988 2
36988 29177 5
29177 21371 5
19537 15835 16
15835 36183 2
36183 40397 6
15835 28546 13
28546 402 10
402 3659 1
3659 38211 6
3659 44057 6
44057 23962 4
28546 1570 15
1570 13566 4
1570 865 8
865 25482 1
865 11514 15
11514 14967 5
14967 27826 3
27826 26446 5
26446 40079 3
40079 20490 9
20490 36857 10
26446 5482 10
5482 3577 9
3577 31616 12
31616 27272 5
27826 28270 12
27826 4661 15
4661 23854 2
4661 7178 14
3659 45491 16
45491 33397 9
19641 26982 16
19641 36588 16
36588 35247 12
35247 8529 3
8529 5582 4
5582 21796 1
21796 23588 7
36588 27383 14
19704 41885 16
41885 256 13
19758 40363 16
40363 4191 4
4191 47475 13
19760 44105 16
19829 10379 16
10379 26987 1
26987 24133 5
26987 44408 15
44408 11212 9
11212 19965 15
19965 18027 8
19965 40381 8
18027 14607 9
19965 48612 12
48612 4004 12
4004 8641 11
4004 32318 14
32318 46595 12
32318 13792 13
13792 5912 1
5912 7260 13
7260 49497 12
5912 4706 14
4706 45948 11
45948 37047 7
37047 37424 13
4706 17988 14
4706 4298 15
4298 24990 5
4298 21780 12
21780 17122 12
18027 9162 15
9162 39476 14
19829 30710 16
19969 33612 16
33612 20142 2
19984 45286 16
45286 44889 8
44889 27879 8
20046 43559 16
43559 32961 3
32961 44633 8
44633 15783 6
15783 24432 7
15783 12104 9
12104 11770 2
11770 48295 2
24432 35625 12
35625 5881 11
5881 25707 2
25707 16207 1
16207 42190 12
42190 47738 2
47738 31223 8
11770 27694 13
27694 32987 7
32987 7703 3
32987 7202 6
7202 7349 11
7349 47108 5
47108 44534 8
31223 36335 15
20075 9569 16
9569 28488 3
9569 39883 15
20205 9580 16
9580 22459 7
20225 2096 16
2096 22303 5
22303 14535 11
22303 23038 14
2096 31734 16
20247 31752 16
20285 2872 16
20294 33859 16
33859 13725 1
33859 8997 8
33859 7171 9
8997 30132 13
8997 17770 16
17770 32749 13
32749 24708 5
24708 37773 1
24708 22626 3
22626 46111 12
46111 7103 9
7103 24310 8
7103 4206 11
46111 30120 12
17770 40938 15
32749 20608 15
32749 35444 15
35444 1884 2
20301 42371 16
42371 18122 2
42371 26343 6
26343 43418 1
26343 1012 4
43418 39306 8
1012 679 9
679 19926 5
1012 18789 9
18789 569 7
569 35397 13
35397 46422 4
35397 3780 13
3780 5839 1
3780 43513 6
5839 33491 7
3780 507 9
3780 14593 11
5839 36407 11
36407 14597 1
14593 8469 12
8469 19103 4
8469 13061 5
19103 11114 10
3780 30511 14
5839 15626 14
20376 23650 16
20384 14520 16
14520 1972 10
1972 1603 15
1603 32420 1
1603 36473 13
36473 23384 12
