Algorithm: Prim's MST
3400 29009 7
3400 10431 13
10431 23615 4
3400 87844 17
63376 3498 26
3498 60868 12
60868 91366 5
60868 94853 8
3498 56521 22
9890 50073 27
8918 11750 29
8941 74835 29
74835 78086 14
9045 51098 29
51098 65561 19
9070 69541 29
69541 31545 14
31545 10404 9
10404 9626 12
9626 557 3
557 77376 6
77376 94412 10
557 5877 16
5877 23198 23
557 556 24
556 13698 2
556 1141 17
69541 50852 26
50852 36628 12
50852 50464 24
50464 33182 3
33182 53502 8
53502 1153 4
1153 8321 3
1153 21849 21
1153 32984 26
32984 2826 6
32984 49890 16
49890 82515 13
32984 93033 26
93033 79051 12
50852 43692 26
43692 74915 1
2826 1645 28
1645 92047 3
92047 82948 3
1645 19746 7
82948 76698 10
1645 67906 12
1645 1494 17
1494 60250 3
60250 95219 17
95219 81231 10
1494 27101 20
19746 37016 21
92047 94008 25
94008 78566 3
21849 27908 28
9113 90176 29
90176 85604 16
85604 74321 3
9147 45511 29
45511 40008 2
40008 92700 5
40008 27941 18
27941 58062 8
58062 90805 8
27941 80392 12
92700 8249 23
8249 21662 3
21662 29153 13
21662 32921 15
32921 84832 8
84832 12059 13
12059 90936 9
90936 99434 12
99434 2741 4
2741 146 13
146 5 15
5 30372 1
5 5369 2
5369 43210 10
43210 64482 8
64482 94331 5
64482 20106 6
20106 67184 3
146 11292 16
29153 73533 16
73533 42496 8
73533 45928 17
42496 55160 18
5 1617 19
1617 65610 19
65610 52861 10
65610 78597 12
65610 42680 13
42680 67360 14
42680 10412 16
10412 49363 3
49363 34094 15
49363 90699 17
65610 3103 20
3103 44894 6
3103 17137 21
45928 19302 22
5 13610 23
13610 22337 1
13610 16368 13
22337 88633 22
146 65740 23
2741 13919 23
13919 91963 1
19302 32951 23
32951 30273 6
2741 41426 24
41426 93012 7
30273 36414 24
36414 87928 18
87928 33074 16
87928 51023 17
51023 47747 9
47747 35424 4
35424 88996 20
35424 76171 23
76171 89791 22
45511 57431 24
45511 64365 24
2741 53254 25
47747 18144 25
18144 53163 15
21662 40022 26
32921 64823 26
64823 94807 26
5369 9261 27
16368 94925 27
34094 9154 27
9154 40617 29
40617 66758 22
40617 53938 23
9161 12203 29
12203 71047 12
12203 79931 22
9308 35217 29
9386 87749 29
9467 12014 29
12014 13050 10
9732 1846 29
1846 8416 10
1846 82165 21
8416 11519 24
9801 99014 29
99014 33802 9
33802 29063 15
99014 64880 15
33802 19054 26
19054 51760 22
51760 49592 16
49592 42172 7
42172 92566 17
51760 39470 20
39470 46589 12
46589 6234 12
6234 1024 2
6234 33183 5
33183 80443 10
80443 90683 6
80443 61318 13
1024 355 19
355 56518 11
51760 44164 22
44164 51052 21
51052 66267 9
51052 98902 22
98902 96655 25
10107 58752 29
58752 87389 7
10179 86901 29
86901 60608 5
86901 62664 18
10284 1557 29
10359 87122 29
87122 57715 20
57715 31116 3
10502 18206 29
18206 51725 27
51725 78481 13
18206 67407 28
67407 21406 13
67407 29418 13
67407 12124 28
12124 40104 24
10618 24598 29
24598 35771 2
35771 45726 3
35771 53197 12
53197 61535 4
53197 3005 19
3005 18099 2
3005 82761 15
3005 445 16
82761 71308 21
71308 10142 6
10142 58030 21
24598 31466 22
10142 61743 27
61743 6726 15
10142 88643 27
88643 36000 2
36000 27919 7
36000 19631 24
19631 19362 2
35771 62717 27
62717 75048 4
58030 9575 27
9575 16139 24
16139 47852 19
9575 47856 25
47856 58184 25
47856 42341 26
42341 82141 3
42341 31864 27
31466 44986 28
44986 18678 20
18678 15677 18
15677 24535 2
15677 29783 9
29783 52333 4
15677 67241 25
15677 2338 26
2338 90433 16
2338 3922 17
2338 9843 25
18678 76305 27
76305 45052 11
45052 48323 17
48323 66743 14
66743 13576 20
66743 42800 20
42800 91302 4
48323 65566 22
65566 83274 24
76305 43168 25
43168 36865 9
36865 2180 26
2180 7625 10
7625 25846 10
7625 52734 12
2180 59534 22
59534 82765 4
59534 93124 23
18678 82993 28
82993 7150 9
7150 39310 2
82993 23236 14
23236 10456 16
10456 58736 15
58736 45318 6
82993 97583 18
45318 65717 21
65717 63324 13
7150 35200 23
35200 10710 20
10710 10516 1
10710 66390 3
10710 31345 5
31345 43262 3
10516 22839 6
31345 63426 9
63426 81678 10
81678 51643 5
10516 63126 12
43262 12081 15
63126 24282 17
10516 40647 18
40647 46026 17
46026 83856 5
46026 51918 18
51918 40882 14
40882 63504 13
46026 37431 19
37431 54336 18
54336 90482 18
81678 93746 19
93746 91013 10
93746 19028 16
19028 48433 4
48433 52992 4
19028 1612 20
1612 10079 12
1612 28259 12
10079 63030 12
1612 11073 17
1612 96744 18
40647 19842 21
19842 14275 22
10079 10398 23
40882 30338 23
43262 93478 23
93478 48063 12
1612 1475 24
10710 27983 24
40882 26800 24
26800 42187 13
42187 40695 4
42187 65611 20
46026 16978 24
16978 13946 22
13946 18925 16
30338 47918 26
10398 64536 27
39310 70370 27
70370 27658 16
40695 12842 27
51643 39332 27
39332 38962 17
12842 74238 28
29783 26921 28
10516 48411 29
48411 67319 1
10640 40500 29
40500 21369 15
10880 66260 29
66260 36326 25
10960 19762 29
19762 60440 20
11142 47455 29
11294 33981 29
33981 77764 15
77764 10854 7
11347 59663 29
11348 19367 29
19367 5461 13
11676 3684 29
11930 30336 29
12148 31444 29
31444 66882 1
66882 79312 19
79312 37779 4
12180 53566 29
12280 36079 29
36079 67102 12
67102 81979 22
81979 95570 5
95570 41383 1
41383 27000 25
27000 4778 13
4778 93530 6
93530 7828 6
7828 38960 1
38960 26400 3
7828 80461 7
7828 29166 8
93530 71553 18
71553 33257 14
7828 265 26
4778 23860 27
41383 36514 27
36514 39981 15
39981 80777 9
80777 84491 10
84491 64006 2
64006 74925 4
64006 40506 13
74925 62724 13
80777 57062 16
74925 3761 18
3761 97419 7
3761 6930 18
6930 93098 3
36514 27336 21
62724 91989 23
91989 46976 19
62724 55225 25
6930 4628 26
4628 85512 4
85512 89288 4
89288 25425 3
25425 13022 6
13022 48895 3
48895 96324 2
48895 21585 23
13022 96358 26
96358 62600 16
62600 20626 26
20626 62796 18
85512 12242 26
12242 9057 25
26400 13548 28
29166 43528 28
95570 62898 28
12242 65144 29
12589 51738 29
12695 56894 29
56894 81072 5
81072 97446 6
12770 90144 29
13003 9699 29
13097 15412 29
15412 80565 12
80565 33808 9
80565 93843 14
13165 83103 29
83103 38061 19
83103 96426 23
96426 18097 18
18097 75723 5
75723 12859 22
12859 56900 27
56900 93987 15
93987 85190 12
85190 94867 15
93987 95741 27
12859 16820 28
16820 34166 4
75723 89716 28
89716 35239 15
35239 10480 3
10480 9917 2
10480 21896 6
10480 96330 8
10480 2924 13
21896 43394 14
96330 71243 14
2924 1060 17
1060 2204 21
2204 10595 12
10595 12291 4
2204 2533 13
2533 5148 6
2204 68640 16
68640 2503 2
2503 34652 8
34652 85441 1
2204 1959 17
2204 2755 17
2755 38624 2
38624 4173 5
4173 44740 15
38624 45162 15
2755 42797 16
1959 75157 18
12291 24657 18
24657 70304 1
70304 8356 9
70304 41325 11
41325 56492 13
41325 7821 18
2503 1561 19
34652 69871 19
69871 21060 5
70304 32284 19
32284 30325 3
30325 2268 3
2268 12988 18
1561 5104 20
7821 9544 20
21060 26147 20
38624 25824 20
41325 20846 20
20846 26500 3
20846 1075 20
1075 44392 4
44392 35314 9
35314 58952 11
58952 31718 19
31718 76190 17
76190 71842 10
31718 6330 18
6330 6919 7
1075 43366 20
2755 5653 21
5653 48171 2
2204 48222 22
42797 44959 22
1075 664 23
664 1476 5
664 41481 6
664 83437 8
83437 44069 12
44069 40537 20
8356 3856 23
3856 63466 7
63466 65438 1
3856 43645 8
43645 99672 10
99672 18008 5
3856 34358 11
34358 26220 11
63466 52521 12
3856 6060 18
6060 98790 23
9544 55952 23
21060 19504 23
10480 88021 24
88021 19607 11
19607 33194 9
19607 59122 11
33194 18986 12
18986 14887 1
19607 34308 17
59122 99891 17
14887 22320 21
10595 27638 24
27638 60491 19
60491 52824 21
21896 32229 24
32229 22088 3
70304 46277 24
664 63551 25
2268 26129 25
26129 82998 7
82998 12224 20
12224 45945 23
45945 7817 12
45945 59682 21
4173 89984 25
19504 28956 25
26220 27461 25
30325 66971 25
66971 40415 5
40415 77413 8
40537 62156 25
664 4306 26
4306 7314 4
7314 71846 13
7821 27641 26
27641 75046 17
75046 77954 11
75046 71454 21
71454 14556 11
14556 55264 21
27641 28101 23
28101 12185 16
12185 6254 11
12185 60503 18
6254 70774 20
70774 18754 19
18754 77497 8
18754 89740 16
55264 88569 23
18754 28379 25
12185 76902 26
71846 72605 26
33194 4233 27
4233 95035 4
4233 29059 13
29059 8929 20
44069 20272 27
20272 66603 20
66603 31155 13
31155 3281 3
3281 542 12
542 70790 10
70790 39563 14
39563 82664 9
82664 52327 12
39563 25452 15
542 68495 19
3281 27702 19
27702 67052 14
27702 85422 22
67052 25105 25
25105 36793 14
36793 36428 5
36793 35339 10
35339 44162 3
35339 82371 10
82371 91182 4
44162 67488 16
67488 38200 3
67488 46490 5
38200 12926 12
46490 6410 16
6410 8222 4
6410 50414 9
36428 20234 19
20234 19974 3
19974 10357 6
10357 95975 1
10357 77910 18
77910 1607 5
1607 4697 10
1607 67381 11
19974 20233 20
1607 85860 23
85860 45420 21
6410 620 23
620 28787 7
28787 49236 10
620 243 19
243 32999 11
36428 61068 23
4697 17871 24
8222 99852 24
20234 48620 24
82371 67860 24
85422 10177 25
67860 76547 26
20234 28315 27
28315 34448 2
28315 98720 12
28315 92446 13
34448 78065 15
34448 61520 18
20846 86016 28
40537 79289 28
66603 23683 28
89984 19313 28
19313 30311 19
1060 72693 29
72693 25678 6
25678 5179 19
72693 45729 21
25678 94138 28
1959 16020 29
3856 75450 29
4306 7081 29
7081 86708 16
86708 6183 6
6183 47532 25
47532 62801 9
6183 60394 29
60394 11230 15
11230 13170 3
13170 22375 2
11230 53591 23
53591 75131 8
75131 75249 28
75249 92279 3
92279 19953 20
19953 5855 4
5855 1235 1
1235 83758 2
1235 23483 6
1235 5321 8
19953 78571 8
23483 59088 12
59088 54730 9
19953 40980 15
1235 17741 16
17741 35455 3
17741 30523 8
17741 74319 9
30523 5594 12
5594 46782 2
46782 6847 9
6847 5715 19
5715 18412 5
5715 19774 27
19774 11255 22
11255 75107 14
19774 63829 27
74319 57109 28
57109 91851 5
57109 77622 28
13391 64810 29
64810 23999 16
13712 17536 29
17536 99554 5
17536 9262 11
17536 20209 13
20209 2598 21
2598 8717 7
2598 11820 7
11820 13091 9
13091 99665 6
11820 22252 14
8717 10387 15
10387 37935 1
13091 87478 21
87478 41920 1
87478 7255 8
41920 44165 17
10387 99521 23
13919 44690 29
44690 28690 9
28690 85511 15
85511 46704 19
46704 21961 4
21961 18141 7
21961 96598 8
96598 93984 21
46704 60695 25
13922 47705 29
14059 2871 29
2871 47 29
47 51 20
51 29552 23
51 4154 27
29552 26473 27
4154 4610 28
4610 10884 28
14252 45133 29
14264 28799 29
14267 14720 29
14720 45477 16
14720 19685 27
19685 57855 5
14369 5102 29
14369 13923 29
13923 79346 22
79346 96801 2
79346 88794 21
88794 62033 22
62033 81658 27
81658 20699 20
20699 50917 20
50917 86718 22
86718 24479 12
14689 50101 29
50101 1560 21
1560 93941 26
14761 1682 29
1682 1432 7
1432 426 1
1682 1767 13
1682 2128 18
2128 5269 5
1682 37445 19
1682 897 22
2128 86084 25
5269 17011 25
17011 25511 8
17011 76745 21
76745 45421 10
45421 73557 9
45421 43790 12
76745 89090 22
89090 70882 24
70882 29045 18
70882 81249 18
5269 31825 25
31825 92539 16
92539 51589 12
81249 74091 26
14768 7022 29
7022 27725 11
27725 43444 7
43444 73621 1
7022 18915 17
18915 24290 16
24290 54578 7
24290 51809 21
51809 66853 1
51809 83208 8
14918 80610 29
80610 45509 4
45509 93219 8
45509 28552 21
45509 70669 26
15018 53294 29
53294 55510 18
55510 62173 10
62173 36400 8
55510 70954 16
53294 49728 23
53294 27347 27
36400 45036 28
15352 6984 29
6984 44302 11
6984 7870 21
7870 9476 20
6984 36055 25
36055 81013 3
36055 96856 11
36055 47231 12
81013 35300 23
36055 8483 24
8483 1314 8
1314 2157 1
1314 60676 9
8483 44283 11
2157 12890 14
12890 28157 14
28157 64549 3
2157 44874 26
9476 11200 29
15464 68293 29
15946 72524 29
16079 15152 29
15152 79441 18
15152 58820 23
58820 64526 28
64526 78701 17
16139 16758 29
16378 32287 29
16402 87894 29
16428 50459 29
50459 50305 11
16440 10994 29
10994 35799 21
16517 11193 29
11193 52051 19
16923 13947 29
13947 24557 8
13947 11548 9
13947 68482 10
24557 57928 10
13947 94736 14
11548 2271 15
13947 28281 19
57928 77436 19
77436 35360 6
35360 13384 4
77436 13558 7
13558 80637 5
2271 42618 21
42618 43531 9
42618 53244 12
53244 94261 22
13384 10503 24
10503 14410 4
10503 42806 15
42806 6045 17
13558 95971 24
13947 99282 25
99282 74987 3
99282 32053 5
99282 45837 9
45837 33290 11
33290 57089 9
74987 44349 15
74987 79197 19
32053 43392 24
24557 84387 25
99282 18657 26
18657 26850 11
18657 46437 20
46437 65369 19
18657 93929 26
93929 76977 21
44349 38562 28
13384 58391 29
16971 95121 29
95121 99543 5
99543 41430 9
99543 36406 10
41430 48436 11
41430 93660 13
48436 94927 13
93660 93503 15
93503 18146 9
18146 8985 8
8985 4631 7
94927 44045 17
44045 83891 8
48436 41926 18
41926 7738 13
7738 71007 1
71007 47929 3
47929 37529 3
7738 4645 12
4645 63277 4
63277 43194 5
63277 97810 9
71007 96781 17
37529 90475 21
90475 92249 2
92249 46336 11
46336 38241 7
46336 18157 15
18157 58625 2
58625 98127 8
98127 57833 8
57833 77334 8
77334 52842 2
18157 3254 10
3254 1376 6
77334 40096 13
3254 54912 16
54912 53830 1
1376 86259 20
40096 69647 20
69647 92112 19
92112 83122 18
83122 79869 16
40096 27121 21
41430 25633 21
4631 47030 23
99543 82303 24
79869 10650 25
10650 30910 14
10650 9665 16
86259 97072 25
97072 80435 17
36406 41977 26
41977 81687 7
41977 71937 17
71937 22486 16
44045 29840 27
29840 48756 4
48756 51416 4
48756 43095 13
48756 84554 20
43095 44233 28
3254 15571 29
15571 44963 5
44963 86499 9
44963 37411 17
37411 36717 9
36717 79319 26
15571 35675 28
35675 15328 25
16976 12832 29
17011 35086 29
35086 86185 25
17097 41684 29
17344 39747 29
17679 15069 29
15069 15805 6
15805 17623 5
17623 61666 6
61666 45128 15
45128 15591 12
15591 9681 9
9681 8972 15
15805 43846 16
43846 12319 17
12319 2969 17
2969 23031 3
2969 79976 15
61666 27994 20
15069 60486 28
17869 41286 29
41286 21516 11
17973 38647 29
38647 52821 2
38647 66589 2
66589 8090 4
52821 31716 16
31716 65964 25
38647 63069 25
63069 96383 24
96383 99755 9
52821 98859 26
18157 60649 29
60649 66600 15
18326 93811 29
93811 28297 24
28297 80041 3
28297 88752 8
18351 58227 29
58227 2925 2
2925 29952 10
2925 1540 13
2925 92422 29
18574 35617 29
35617 42965 12
42965 17221 8
18647 55947 29
55947 80598 8
55947 71245 24
80598 34126 26
34126 32295 10
18848 90938 29
18925 88536 29
19229 39309 29
19252 54285 29
54285 27837 16
27837 51027 14
51027 83801 14
27837 6962 24
6962 11031 7
19293 80553 29
19607 40342 29
40342 45160 16
45160 30769 25
30769 94663 7
94663 50505 2
94663 68027 10
30769 84504 11
84504 22625 19
22625 89614 10
89614 7313 12
89614 90630 25
90630 53268 9
19657 62012 29
62012 13559 8
13559 13302 27
13302 551 15
13302 32271 25
32271 57538 26
13302 32777 29
32777 49780 6
19730 25581 29
25581 69013 24
19771 28009 29
28009 32119 2
20210 45817 29
20263 73510 29
20270 68753 29
68753 77571 21
77571 13311 18
13311 14134 5
14134 14525 14
14525 60663 23
60663 36587 15
36587 50143 23
36587 11350 25
50143 32731 25
32731 77870 22
50143 87900 26
87900 27153 10
87900 88789 24
77870 40447 26
40447 40626 20
40447 9508 21
9508 4747 2
4747 2629 5
2629 2029 25
88789 20693 26
20693 9193 25
9193 76825 12
9193 6281 17
6281 4448 20
9193 26316 22
68753 58358 28
4448 1434 29
1434 2916 2
2916 38129 2
38129 46443 1
1434 53021 3
2916 7611 18
38129 81068 22
20271 3697 29
20272 30921 29
30921 68044 7
68044 29548 1
30921 78601 19
29548 20866 24
20866 9623 18
9623 15057 8
9623 79663 23
79663 38476 2
38476 66280 2
66280 28131 3
66280 92714 5
28131 6594 10
15057 60806 26
60806 63804 11
63804 29655 25
29655 93593 1
30921 3754 27
15057 21940 29
20331 51345 29
20415 5550 29
5550 5417 21
5417 77037 4
20463 41269 29
20750 13128 29
13128 1676 24
1676 79090 2
79090 11574 4
79090 99349 16
99349 87195 22
87195 8324 5
8324 51483 5
51483 49668 22
49668 31347 15
31347 24485 22
8324 18343 24
31347 78594 24
78594 51510 22
31347 49132 26
49132 87684 25
18343 3013 27
3013 3626 7
3626 6298 15
6298 67527 17
3626 9762 21
9762 40448 28
3013 653 29
653 1422 5
1422 94128 5
653 1930 14
1930 2467 11
1930 74138 12
74138 98977 8
74138 18426 21
18426 57716 19
18426 53290 24
53290 28061 4
28061 36401 11
36401 58047 1
36401 56739 10
56739 48400 3
48400 39384 7
53290 58220 11
58220 20847 1
58220 98145 3
20847 60506 9
20847 6820 11
6820 736 5
56739 30467 11
28061 78551 12
78551 12725 15
20847 75149 16
75149 41337 1
75149 96246 16
96246 83678 1
28061 90649 18
90649 9030 13
9030 50745 6
736 4679 24
4679 78367 17
50745 65348 24
36401 42872 27
42872 26830 27
78367 40319 27
653 626 28
626 21622 21
626 3793 27
3793 24669 20
24669 17675 13
17675 40777 9
28061 16023 28
16023 6591 25
6591 49405 10
49405 40309 17
40309 6156 13
6156 15626 11
15626 71038 11
28061 77857 28
77857 11042 1
77857 28055 4
28055 2966 4
2966 94794 23
11042 2015 23
2015 9385 7
2015 15852 7
9385 13053 13
9385 76589 23
13053 46511 25
94794 94371 27
9385 41432 28
9762 27586 29
17675 1830 29
1830 34563 12
34563 56905 1
56905 33112 8
33112 11427 5
11427 11795 4
34563 79288 9
11427 67837 21
11795 25998 22
25998 3186 3
25998 94523 20
94523 9919 12
9919 52013 1
9919 68190 18
68190 59948 4
68190 9776 17
9776 97001 7
9776 76848 11
76848 50940 1
50940 76169 1
50940 24716 7
76169 70338 7
9776 13318 20
70338 74593 20
74593 33024 16
33024 14812 8
33024 53675 8
14812 39920 13
39920 95993 14
53675 48164 14
14812 27080 17
13318 24408 21
24408 66445 1
66445 90757 11
90757 68786 4
68786 4455 13
94523 76888 21
76888 67654 7
67654 65483 5
76888 71500 17
76848 210 23
210 74213 9
210 282 17
282 23992 12
23992 32408 17
32408 8164 17
282 43562 21
43562 99768 2
94523 53913 23
53913 52508 14
71500 67709 26
13318 26842 27
26842 29623 22
29623 67693 22
26842 94797 24
29623 58246 26
24716 3143 27
56905 71456 27
66445 71325 27
71325 38953 4
38953 17791 8
71325 52310 13
71325 81873 18
38953 37899 19
37899 45066 24
45066 30632 1
38953 99032 25
99032 50844 13
30632 11224 26
11224 37651 11
37651 42407 7
11224 80530 16
80530 96586 7
11224 20269 24
20269 34823 12
95993 91023 27
33112 18043 28
18043 75769 5
18043 63751 13
52013 64174 28
71325 32054 28
32054 42002 23
71500 74466 28
20924 15883 29
15883 3593 2
3593 7776 10
15883 93491 13
93491 63594 17
3593 1998 18
1998 87822 9
87822 43867 8
43867 64025 10
64025 86761 10
1998 704 11
7776 62037 23
43867 62560 23
3593 58098 27
58098 97124 6
58098 30658 24
86761 78889 27
78889 14583 10
78889 61014 11
61014 39059 6
39059 42915 4
39059 41765 8
41765 49523 2
41765 22384 9
78889 49200 13
14583 11460 14
11460 46653 9
49200 70435 25
704 67091 28
67091 60335 4
60335 21192 4
60335 72231 15
21040 73387 29
21451 1222 29
1222 13900 16
13900 24120 22
21570 59662 29
59662 75707 8
59662 72901 16
72901 28459 5
21662 12870 29
21851 98409 29
21909 19297 29
19297 98948 5
98948 87565 4
19297 68235 8
87565 46337 15
46337 22029 22
22029 90974 27
90974 96874 12
96874 57979 5
96874 4254 7
90974 51490 16
22138 40630 29
40630 82556 3
22318 16190 29
16190 14905 13
16190 80503 27
14905 5248 29
5248 46412 13
46412 14543 19
14543 67032 9
5248 6425 26
6425 30425 20
30425 80633 5
80633 64096 16
64096 39043 19
5248 27594 26
27594 41622 12
27594 54587 28
54587 82773 13
82773 68575 20
68575 77897 10
77897 97681 10
68575 58413 15
22474 14055 29
22543 43361 29
22659 93318 29
93318 36253 12
36253 1076 20
1076 7531 14
7531 17958 12
17958 87318 3
17958 96153 5
17958 83648 8
83648 19482 20
1076 935 21
935 17194 15
17194 89207 14
89207 98895 21
935 44848 23
19482 43536 28
36253 11083 28
11083 35056 23
35056 29420 25
11083 21300 27
21300 50744 27
50744 54688 24
22699 30106 29
22836 27216 29
23025 86354 29
86354 33696 10
23095 76195 29
76195 24246 24
24246 88187 8
24246 7955 14
7955 35622 5
7955 1784 21
1784 88498 15
88498 41846 13
41846 4632 12
88498 96707 15
4632 76427 17
76427 2369 11
2369 998 5
998 2927 6
998 1219 9
1219 26928 12
998 2586 13
2927 6412 20
6412 76840 9
6412 25097 10
6412 36876 11
25097 68375 12
36876 25279 17
96707 44019 22
4632 3478 24
6412 63572 24
63572 69009 2
76427 59956 24
59956 75647 16
59956 60069 17
96707 49333 24
49333 43426 16
43426 49026 5
2586 37130 25
88187 54304 25
54304 23621 11
59956 34542 26
63572 59654 26
59654 90633 21
2927 41631 29
23399 52845 29
23445 74095 29
74095 35993 24
35993 5740 17
5740 91347 6
91347 30211 6
30211 46980 21
23580 40883 29
23779 51225 29
24033 3061 29
3061 23409 1
3061 25518 3
25518 6331 2
23409 99496 3
99496 62599 2
23409 6259 18
25518 50758 19
3061 2980 20
2980 18940 7
2980 7174 25
24120 13968 29
13968 12969 15
13968 89084 17
12969 51980 22
51980 54849 9
51980 84991 11
89084 22137 23
22137 57290 1
24134 82482 29
82482 13316 5
13316 12661 26
12661 73281 4
24138 46163 29
46163 67186 24
67186 30831 1
30831 36963 3
36963 13929 1
67186 18072 4
36963 42316 13
42316 21117 12
18072 46580 15
46580 8999 1
46580 27840 19
21117 10060 21
10060 95774 17
8999 1877 23
24330 82162 29
24403 49803 29
24631 21271 29
21271 7587 15
7587 27126 8
27126 30132 23
30132 41012 10
41012 82640 10
41012 77646 19
77646 95290 5
7587 62722 24
21271 14988 24
24671 87043 29
24716 31622 29
31622 89245 10
89245 26859 10
26859 67078 1
67078 13278 4
13278 82463 3
26859 20747 5
82463 79184 8
79184 38997 2
13278 45706 12
13278 34476 13
38997 58976 17
58976 56075 11
56075 17566 5
56075 502 17
502 34261 1
34261 71282 3
56075 16191 17
17566 9221 18
9221 98848 11
34476 50132 18
50132 52989 8
52989 13232 5
20747 91858 20
91858 47875 11
47875 22497 8
16191 11822 21
11822 46114 8
46114 3397 4
3397 68581 8
17566 68744 22
68744 32910 11
22497 24079 22
24079 46378 11
46378 67248 7
46378 82351 14
22497 7725 23
7725 14894 10
14894 20996 21
20996 24133 11
7725 25962 24
11822 2565 24
2565 13567 21
13567 53676 8
68581 46791 26
7725 41813 28
41813 88069 19
88069 65890 5
88069 79302 5
65890 15996 14
41813 24778 23
24778 67999 14
67999 34711 8
34711 55743 5
67999 25881 16
17566 81408 28
25140 19640 29
25483 22912 29
25559 93024 29
25655 28828 29
25995 19743 29
26307 37489 29
37489 90622 25
26316 43784 29
43784 49154 11
49154 16457 2
49154 85375 8
85375 73344 7
16457 14161 26
26359 95716 29
95716 4879 28
4879 8261 18
26441 3726 29
26505 37579 29
37579 87017 9
26554 24145 29
24145 31267 15
31267 26927 7
26927 58840 4
58840 89496 6
58840 71678 9
26927 48229 13
31267 57755 13
24145 14607 19
14607 25953 7
14607 54373 14
71678 13858 19
13858 6008 17
6008 62568 8
6008 92241 8
6008 9607 18
57755 61621 21
6008 80994 24
80994 4794 2
4794 47216 2
80994 68548 5
4794 97101 6
4794 6413 8
68548 77982 9
77982 62142 9
47216 42917 16
42917 31557 16
47216 96564 18
4794 4937 20
4794 5939 21
26927 6567 24
71678 20604 25
4937 1108 26
1108 25737 5
1108 54603 13
54603 93327 3
54603 18058 5
1108 18245 15
25737 49159 25
25737 55654 26
48229 53122 26
53122 82282 19
97101 50303 26
50303 72778 25
72778 9520 25
54603 63998 27
26927 37193 28
37193 24824 6
26842 48239 29
48239 57667 11
57667 12067 9
12067 21972 24
21972 83870 1
83870 99488 10
99488 61742 20
26917 25627 29
25627 86792 13
86792 18162 15
27080 58228 29
58228 65020 8
65020 43350 26
27157 47319 29
47319 61787 19
61787 43058 6
61787 36119 17
36119 6946 22
27594 78520 29
27614 39560 29
27771 79928 29
79928 27353 10
27848 11353 29
11353 8978 3
11353 33545 12
33545 44657 6
11353 2093 16
2093 93061 11
93061 91157 8
8978 5516 18
8978 33199 18
33199 18546 17
18546 70084 18
93061 99837 18
99837 74853 6
70084 74708 19
5516 9729 20
5516 90443 21
18546 80687 21
80687 70146 19
74853 30402 22
33199 88989 23
74708 91384 25
2093 43796 26
43796 38084 16
38084 22832 7
22832 8533 18
8533 43946 4
43946 88124 10
88124 69554 13
43796 22132 20
43796 48840 22
48840 53506 26
18546 17403 27
28257 32116 29
28300 76798 29
76798 70837 10
28339 77342 29
28401 34173 29
34173 91297 4
28539 42112 29
28756 46280 29
28799 26912 29
26912 844 18
26912 22043 21
22043 288 3
288 55357 10
55357 33819 7
55357 97514 16
33819 2368 26
28835 47057 29
28925 19476 29
29004 36864 29
29153 21812 29
21812 65692 7
21812 64853 8
64853 64417 12
64417 26644 5
64417 49680 14
26644 54000 20
49680 76968 24
26644 2191 25
2191 44037 2
2191 57740 8
2191 1902 17
1902 537 12
537 45939 18
45939 82321 1
45939 78842 7
82321 49015 19
49015 717 12
717 434 24
434 4818 1
434 91483 1
4818 8325 6
434 41122 11
41122 47468 14
41122 57988 16
57988 83459 18
434 56982 19
56982 9531 1
56982 36697 4
36697 48120 1
48120 21856 3
9531 13938 7
21856 34657 10
21856 58951 13
58951 35299 6
58951 77549 18
434 42862 20
42862 31807 4
57988 72305 23
34657 69576 24
69576 5645 3
5645 10764 22
69576 33628 24
69576 80563 24
8325 47663 25
47663 75923 21
69576 32557 25
32557 18488 9
18488 26096 12
18488 77017 19
18488 75710 21
75710 79674 5
32557 7215 24
7215 72890 1
7215 25441 3
26096 23033 25
23033 98032 26
34657 49873 26
49873 8276 13
8276 3659 20
57988 18223 26
18223 13378 3
13378 65640 9
18223 37526 9
65640 31397 9
13378 13950 18
13950 19335 8
19335 32634 10
19335 67336 12
67336 53597 6
19335 96461 14
19335 54350 23
19335 25886 24
25886 73795 2
2191 41686 27
73795 24260 27
83459 24245 27
29222 14448 29
29257 52619 29
29312 37223 29
37223 39140 8
39140 84916 16
84916 64220 8
29474 13154 29
29626 38216 29
29778 65149 29
65149 66804 7
65149 93183 24
93183 11650 16
11650 22684 27
30273 14788 29
14788 15741 21
15741 53338 19
14788 11898 25
11898 94527 24
14788 58963 27
58963 95653 27
11898 51930 29
11898 58819 29
58819 33685 3
30283 64411 29
64411 21756 12
30336 4792 29
4792 99692 3
4792 34444 10
34444 82678 6
30398 98676 29
30505 34289 29
30527 11305 29
11305 5868 2
5868 45437 5
11305 91054 14
5868 5290 20
5868 36351 25
36351 58126 4
36351 92758 10
58126 41701 14
5290 49245 26
49245 11524 13
49245 92612 21
31176 21712 29
21712 9558 20
31223 58520 29
31797 2113 29
2113 4102 9
4102 77115 23
77115 10285 27
10285 13460 15
13460 58560 11
13460 43295 12
43295 93243 5
93243 11849 8
13460 26056 13
13460 70034 14
58560 1282 17
13460 23852 23
23852 81945 13
81945 22411 1
22411 85761 20
85761 48458 14
4102 29906 28
31829 73224 29
